11.0 59.5 7.5
15.0 42.0 6.5
14.0 59.5 9.5
14.0 54.5 6.5
11.0 47.0 7.5
17.0 59.5 11.5
14.0 47.0 9.5
13.0 54.5 6.0
17.0 47.0 11.5
14.0 42.0 6.0
18.0 59.5 12.0
15.0 59.5 10.0
12.0 59.5 8.0
9.0 59.5 6.0
18.0 47.0 12.0
15.0 47.0 10.0
12.0 47.0 8.0
9.0 47.0 6.0
19.0 42.0 8.0
19.0 59.5 12.5
16.0 59.5 10.5
19.0 47.0 12.5
13.0 59.5 8.5
19.0 54.5 8.5
18.0 42.0 7.5
16.0 47.0 10.5
19.0 67.0 9.0
13.0 47.0 8.5
18.0 67.0 8.5
10.0 59.5 6.5
18.0 54.5 8.0
17.0 67.0 8.0
17.0 59.5 11.0
10.0 47.0 6.5
16.0 67.0 7.5
17.0 42.0 7.0
17.0 54.5 7.5
17.0 47.0 11.0
14.0 59.5 9.0
15.0 67.0 7.0
14.0 47.0 9.0
14.0 67.0 6.5
16.0 54.5 7.0
18.0 59.5 11.5
16.0 42.0 6.5
11.0 59.5 7.0
13.0 67.0 6.0
18.0 47.0 11.5
15.0 59.5 9.5
15.0 54.5 6.5
11.0 47.0 7.0
19.0 59.5 12.0
15.0 47.0 9.5
19.0 47.0 12.0
15.0 42.0 6.0
14.0 54.5 6.0
16.0 59.5 10.0
12.0 59.5 7.5
16.0 47.0 10.0
12.0 47.0 7.5
19.0 42.0 7.5
17.0 59.5 10.5
19.0 67.0 8.5
13.0 59.5 8.0
19.0 54.5 8.0
17.0 47.0 10.5
13.0 47.0 8.0
18.0 67.0 8.0
18.0 59.5 11.0
18.0 42.0 7.0
18.0 54.5 7.5
18.0 47.0 11.0
17.0 67.0 7.5
14.0 59.5 8.5
19.0 59.5 11.5
14.0 47.0 8.5
16.0 67.0 7.0
19.0 47.0 11.5
17.0 54.5 7.0
15.0 59.5 9.0
10.0 59.5 6.0
17.0 42.0 6.5
15.0 47.0 9.0
10.0 47.0 6.0
15.0 67.0 6.5
16.0 59.5 9.5
16.0 54.5 6.5
11.0 59.5 6.5
16.0 47.0 9.5
14.0 67.0 6.0
17.0 59.5 10.0
11.0 47.0 6.5
16.0 42.0 6.0
17.0 47.0 10.0
15.0 54.5 6.0
18.0 59.5 10.5
12.0 59.5 7.0
18.0 47.0 10.5
12.0 47.0 7.0
19.0 67.0 8.0
19.0 59.5 11.0
19.0 42.0 7.0
13.0 59.5 7.5
19.0 54.5 7.5
19.0 47.0 11.0
13.0 47.0 7.5
18.0 67.0 7.5
14.0 59.5 8.0
14.0 47.0 8.0
18.0 54.5 7.0
17.0 67.0 7.0
15.0 59.5 8.5
18.0 42.0 6.5
15.0 47.0 8.5
16.0 59.5 9.0
16.0 47.0 9.0
16.0 67.0 6.5
17.0 59.5 9.5
17.0 54.5 6.5
17.0 47.0 9.5
18.0 59.5 10.0
17.0 42.0 6.0
18.0 47.0 10.0
19.0 59.5 10.5
15.0 67.0 6.0
19.0 47.0 10.5
16.0 54.5 6.0
11.0 59.5 6.0
19.0 67.0 7.5
11.0 47.0 6.0
12.0 59.5 6.5
12.0 47.0 6.5
13.0 59.5 7.0
19.0 54.5 7.0
19.0 42.0 6.5
14.0 59.5 7.5
13.0 47.0 7.0
18.0 67.0 7.0
15.0 59.5 8.0
14.0 47.0 7.5
16.0 59.5 8.5
15.0 47.0 8.0
17.0 59.5 9.0
16.0 47.0 8.5
18.0 59.5 9.5
18.0 54.5 6.5
17.0 47.0 9.0
17.0 67.0 6.5
19.0 59.5 10.0
18.0 47.0 9.5
19.0 47.0 10.0
18.0 42.0 6.0
16.0 67.0 6.0
17.0 54.5 6.0
19.0 67.0 7.0
19.0 59.5 9.5
18.0 59.5 9.0
17.0 59.5 8.5
16.0 59.5 8.0
15.0 59.5 7.5
14.0 59.5 7.0
13.0 59.5 6.5
12.0 59.5 6.0
19.0 54.5 6.5
19.0 47.0 9.5
18.0 47.0 9.0
17.0 47.0 8.5
16.0 47.0 8.0
15.0 47.0 7.5
14.0 47.0 7.0
13.0 47.0 6.5
12.0 47.0 6.0
18.0 67.0 6.5
19.0 42.0 6.0
18.0 54.5 6.0
17.0 67.0 6.0
19.0 59.5 9.0
18.0 59.5 8.5
19.0 47.0 9.0
19.0 67.0 6.5
17.0 59.5 8.0
18.0 47.0 8.5
16.0 59.5 7.5
17.0 47.0 8.0
15.0 59.5 7.0
16.0 47.0 7.5
14.0 59.5 6.5
15.0 47.0 7.0
14.0 47.0 6.5
13.0 59.5 6.0
19.0 54.5 6.0
13.0 47.0 6.0
18.0 67.0 6.0
19.0 59.5 8.5
19.0 47.0 8.5
18.0 59.5 8.0
18.0 47.0 8.0
17.0 59.5 7.5
17.0 47.0 7.5
16.0 59.5 7.0
16.0 47.0 7.0
19.0 67.0 6.0
15.0 59.5 6.5
15.0 47.0 6.5
14.0 59.5 6.0
14.0 47.0 6.0
19.0 59.5 8.0
19.0 47.0 8.0
18.0 59.5 7.5
18.0 47.0 7.5
17.0 59.5 7.0
17.0 47.0 7.0
16.0 59.5 6.5
16.0 47.0 6.5
15.0 59.5 6.0
15.0 47.0 6.0
19.0 59.5 7.5
19.0 47.0 7.5
18.0 59.5 7.0
18.0 47.0 7.0
17.0 59.5 6.5
17.0 47.0 6.5
16.0 59.5 6.0
16.0 47.0 6.0
19.0 59.5 7.0
19.0 47.0 7.0
18.0 59.5 6.5
18.0 47.0 6.5
17.0 59.5 6.0
17.0 47.0 6.0
19.0 59.5 6.5
19.0 47.0 6.5
18.0 59.5 6.0
18.0 47.0 6.0
19.0 59.5 6.0
19.0 47.0 6.0
